,Play,Accuracy,Sequence Length,Epochs,Correct Guess Rate
864,865,1.0,525,29,0.91
865,866,1.0,526,27,0.91
866,867,1.0,526,19,0.91
867,868,1.0,527,50,0.91
868,869,1.0,527,23,0.91
869,870,1.0,528,18,0.91
870,871,1.0,529,46,0.91
871,872,1.0,529,21,0.91
872,873,1.0,530,15,0.911
873,874,1.0,530,6,0.911
874,875,1.0,531,36,0.911
875,876,1.0,532,7,0.911
876,877,1.0,532,20,0.911
877,878,1.0,533,13,0.911
878,879,1.0,533,20,0.911
879,880,1.0,534,28,0.911
880,881,1.0,535,15,0.911
881,882,1.0,535,18,0.911
882,883,1.0,536,39,0.912
883,884,1.0,536,13,0.912
884,885,1.0,537,28,0.912
885,886,1.0,538,19,0.912
886,887,1.0,538,28,0.912
887,888,1.0,539,32,0.912
888,889,1.0,539,43,0.912
889,890,1.0,540,18,0.912
890,891,1.0,541,14,0.912
891,892,1.0,541,30,0.912
892,893,1.0,542,18,0.913
893,894,1.0,542,22,0.913
894,895,1.0,543,11,0.913
895,896,1.0,544,15,0.913
896,897,1.0,544,31,0.913
897,898,1.0,545,44,0.913
898,899,1.0,545,12,0.913
899,900,1.0,546,30,0.913
900,901,1.0,547,36,0.913
901,902,1.0,547,4,0.913
902,903,1.0,548,17,0.913
903,904,1.0,548,23,0.914
904,905,1.0,549,0,0.914
905,906,1.0,550,37,0.914
906,907,1.0,550,40,0.914
907,908,1.0,551,9,0.914
908,909,1.0,551,41,0.914
909,910,1.0,552,7,0.914
910,911,1.0,553,23,0.914
911,912,1.0,553,18,0.914
912,913,1.0,554,13,0.914
913,914,1.0,554,16,0.915
914,915,1.0,555,12,0.915
915,916,1.0,556,32,0.915
916,917,1.0,556,23,0.915
917,918,1.0,557,29,0.915
918,919,1.0,557,22,0.915
919,920,1.0,558,60,0.915
920,921,1.0,559,14,0.915
921,922,1.0,559,34,0.915
922,923,1.0,560,16,0.915
923,924,1.0,560,4,0.915
924,925,1.0,561,5,0.916
925,926,1.0,562,15,0.916
926,927,1.0,562,51,0.916
927,928,1.0,563,33,0.916
928,929,1.0,563,8,0.916
929,930,1.0,564,23,0.916
930,931,1.0,565,28,0.916
931,932,1.0,565,26,0.916
932,933,1.0,566,13,0.916
933,934,1.0,566,5,0.916
934,935,1.0,567,23,0.916
935,936,1.0,568,29,0.916
936,937,1.0,568,12,0.917
937,938,1.0,569,19,0.917
938,939,1.0,569,5,0.917
939,940,1.0,570,30,0.917
940,941,1.0,571,28,0.917
941,942,1.0,571,21,0.917
942,943,1.0,572,18,0.917
943,944,1.0,572,37,0.917
944,945,1.0,573,39,0.917
945,946,1.0,574,11,0.917
946,947,1.0,574,40,0.917
947,948,1.0,575,16,0.918
948,949,1.0,575,43,0.918
949,950,1.0,576,41,0.918
950,951,1.0,577,21,0.918
951,952,1.0,577,3,0.918
952,953,1.0,578,11,0.918
953,954,1.0,578,37,0.918
954,955,1.0,579,19,0.918
955,956,1.0,580,34,0.918
956,957,1.0,580,12,0.918
957,958,1.0,581,11,0.918
958,959,1.0,581,24,0.918
959,960,1.0,582,24,0.919
960,961,1.0,583,9,0.919
961,962,1.0,583,46,0.919
962,963,1.0,584,24,0.919
963,964,1.0,584,43,0.919
964,965,1.0,585,30,0.919
965,966,1.0,586,24,0.919
966,967,1.0,586,10,0.919
967,968,1.0,587,1,0.919
968,969,1.0,587,24,0.919
969,970,1.0,588,29,0.919
970,971,1.0,589,37,0.919
971,972,1.0,589,9,0.92
972,973,1.0,590,9,0.92
973,974,1.0,590,27,0.92
974,975,1.0,591,21,0.92
975,976,1.0,592,14,0.92
976,977,1.0,592,34,0.92
977,978,1.0,593,32,0.92
978,979,1.0,593,13,0.92
979,980,1.0,594,45,0.92
980,981,1.0,595,34,0.92
981,982,1.0,595,37,0.92
982,983,1.0,596,15,0.92
983,984,1.0,596,15,0.921
984,985,1.0,597,20,0.921
985,986,1.0,598,12,0.921
986,987,1.0,598,16,0.921
987,988,1.0,599,42,0.921
988,989,1.0,599,19,0.921
