,Play,Accuracy,Sequence Length,Epochs,Correct Guess Rate
868,869,0.807,527,56,0.801
869,870,0.815,528,75,0.801
870,871,0.801,529,51,0.8
871,872,0.81,529,60,0.8
872,873,0.805,530,42,0.801
873,874,0.336,530,499,0.801
874,875,0.811,531,36,0.8
875,876,0.811,532,30,0.8
876,877,0.803,532,56,0.8
877,878,0.828,533,20,0.8
878,879,0.837,533,28,0.8
879,880,0.846,534,24,0.8
880,881,0.815,535,39,0.8
881,882,0.801,535,72,0.8
882,883,0.815,536,15,0.801
883,884,0.807,536,31,0.8
884,885,0.807,537,25,0.8
885,886,0.821,538,39,0.8
886,887,0.805,538,40,0.8
887,888,0.811,539,48,0.801
888,889,0.8,539,43,0.8
889,890,0.825,540,45,0.799
890,891,0.828,541,47,0.798
891,892,0.806,541,22,0.798
892,893,0.809,542,54,0.798
893,894,0.831,542,49,0.799
894,895,0.82,543,48,0.799
895,896,0.826,544,16,0.798
896,897,0.802,544,60,0.798
897,898,0.813,545,54,0.798
898,899,0.813,545,41,0.799
899,900,0.805,546,48,0.799
900,901,0.802,547,45,0.799
901,902,0.803,547,29,0.799
902,903,0.827,548,32,0.798
903,904,0.806,548,38,0.798
904,905,0.866,549,50,0.798
905,906,0.803,550,44,0.798
906,907,0.828,550,50,0.798
907,908,0.809,551,44,0.797
908,909,0.823,551,43,0.797
909,910,0.802,552,21,0.796
910,911,0.81,553,43,0.795
911,912,0.805,553,27,0.794
912,913,0.824,554,52,0.793
913,914,0.803,554,25,0.792
914,915,0.83,555,34,0.791
915,916,0.803,556,42,0.792
916,917,0.841,556,94,0.792
917,918,0.819,557,61,0.792
918,919,0.806,557,67,0.792
919,920,0.804,558,38,0.791
920,921,0.844,559,26,0.792
921,922,0.818,559,44,0.791
922,923,0.826,560,33,0.79
923,924,0.805,560,47,0.79
924,925,0.805,561,69,0.79
925,926,0.826,562,54,0.791
926,927,0.808,562,23,0.79
927,928,0.808,563,59,0.79
928,929,0.83,563,34,0.79
929,930,0.827,564,24,0.79
930,931,0.806,565,54,0.791
931,932,0.817,565,26,0.791
932,933,0.806,566,57,0.79
933,934,0.81,566,35,0.79
934,935,0.807,567,49,0.79
935,936,0.823,568,42,0.791
936,937,0.839,568,36,0.791
937,938,0.805,569,54,0.791
938,939,0.818,569,61,0.791
939,940,0.803,570,17,0.791
940,941,0.8,571,13,0.791
941,942,0.816,571,45,0.791
942,943,0.806,572,44,0.791
943,944,0.801,572,44,0.791
944,945,0.801,573,50,0.791
945,946,0.814,574,28,0.79
946,947,0.807,574,30,0.79
947,948,0.802,575,24,0.79
948,949,0.805,575,63,0.79
949,950,0.812,576,30,0.79
950,951,0.805,577,27,0.789
951,952,0.818,577,49,0.789
952,953,0.8,578,18,0.789
953,954,0.36,578,499,0.789
954,955,0.803,579,30,0.79
955,956,0.806,580,66,0.79
956,957,0.801,580,24,0.789
957,958,0.832,581,33,0.788
958,959,0.822,581,46,0.788
959,960,0.851,582,52,0.789
960,961,0.804,583,44,0.789
961,962,0.82,583,29,0.789
962,963,0.815,584,26,0.789
963,964,0.81,584,23,0.79
964,965,0.818,585,54,0.79
965,966,0.815,586,20,0.79
966,967,0.816,586,77,0.79
967,968,0.803,587,85,0.789
968,969,0.816,587,36,0.79
969,970,0.806,588,37,0.79
970,971,0.811,589,28,0.79
971,972,0.819,589,17,0.79
972,973,0.804,590,31,0.79
973,974,0.812,590,48,0.791
974,975,0.82,591,20,0.79
975,976,0.807,592,36,0.79
976,977,0.8,592,43,0.79
977,978,0.803,593,39,0.79
978,979,0.803,593,56,0.791
979,980,0.801,594,65,0.79
980,981,0.823,595,45,0.789
981,982,0.809,595,38,0.789
982,983,0.801,596,51,0.79
983,984,0.812,596,20,0.79
984,985,0.837,597,52,0.789
985,986,0.817,598,58,0.788
986,987,0.802,598,246,0.788
987,988,0.822,599,58,0.789
988,989,0.8,599,38,0.789
