,Play,Accuracy,Sequence Length,Epochs,Correct Guess Rate
866,867,0.801,526,39,0.788
867,868,0.801,527,37,0.788
868,869,1.0,527,44,0.787
869,870,1.0,528,66,0.788
870,871,0.801,529,12,0.788
871,872,0.802,529,7,0.788
872,873,1.0,530,34,0.787
873,874,1.0,530,38,0.787
874,875,1.0,531,33,0.788
875,876,0.802,532,9,0.788
876,877,0.8,532,20,0.787
877,878,0.8,533,13,0.787
878,879,1.0,533,46,0.786
879,880,0.801,534,9,0.787
880,881,0.801,535,34,0.787
881,882,0.801,535,12,0.787
882,883,1.0,536,16,0.787
883,884,1.0,536,56,0.787
884,885,1.0,537,47,0.788
885,886,0.802,538,9,0.788
886,887,1.0,538,48,0.788
887,888,0.802,539,14,0.788
888,889,0.8,539,33,0.788
889,890,0.8,540,38,0.787
890,891,0.8,541,16,0.787
891,892,0.801,541,27,0.787
892,893,1.0,542,52,0.787
893,894,0.801,542,42,0.788
894,895,1.0,543,35,0.787
895,896,0.801,544,32,0.787
896,897,0.802,544,0,0.787
897,898,0.802,545,31,0.787
898,899,1.0,545,56,0.787
899,900,1.0,546,42,0.787
900,901,1.0,547,12,0.787
901,902,0.8,547,24,0.787
902,903,0.8,548,20,0.788
903,904,1.0,548,44,0.787
904,905,0.801,549,6,0.787
905,906,0.801,550,26,0.787
906,907,0.801,550,25,0.787
907,908,0.801,551,12,0.788
908,909,1.0,551,75,0.787
909,910,1.0,552,44,0.787
910,911,1.0,553,52,0.787
911,912,1.0,553,30,0.787
912,913,0.802,554,20,0.788
913,914,0.8,554,27,0.787
914,915,0.8,555,29,0.786
915,916,0.8,556,8,0.786
916,917,0.801,556,13,0.786
917,918,0.801,557,16,0.787
918,919,1.0,557,47,0.786
919,920,1.0,558,45,0.786
920,921,0.801,559,26,0.786
921,922,0.802,559,34,0.786
922,923,0.802,560,35,0.787
923,924,1.0,560,45,0.786
924,925,1.0,561,38,0.786
925,926,1.0,562,27,0.786
926,927,0.8,562,29,0.787
927,928,0.8,563,9,0.787
928,929,1.0,563,44,0.787
929,930,1.0,564,29,0.787
930,931,0.801,565,14,0.787
931,932,0.801,565,15,0.788
932,933,0.801,566,13,0.788
933,934,1.0,566,36,0.788
934,935,1.0,567,39,0.788
935,936,1.0,568,53,0.789
936,937,0.802,568,10,0.789
937,938,0.802,569,19,0.788
938,939,0.8,569,20,0.787
939,940,0.8,570,13,0.787
940,941,0.8,571,28,0.788
941,942,0.801,571,12,0.788
942,943,0.801,572,15,0.788
943,944,1.0,572,85,0.787
944,945,1.0,573,39,0.787
945,946,1.0,574,23,0.788
946,947,0.802,574,32,0.788
947,948,0.802,575,10,0.788
948,949,1.0,575,51,0.787
949,950,1.0,576,22,0.788
950,951,0.802,577,48,0.788
951,952,0.8,577,28,0.788
952,953,0.8,578,54,0.788
953,954,1.0,578,54,0.788
954,955,0.801,579,7,0.789
955,956,0.801,580,30,0.789
956,957,1.0,580,15,0.789
957,958,1.0,581,56,0.789
958,959,1.0,581,23,0.789
959,960,0.802,582,18,0.79
960,961,1.0,583,40,0.79
961,962,1.0,583,53,0.79
962,963,0.802,584,8,0.79
963,964,0.8,584,22,0.79
964,965,0.8,585,14,0.79
965,966,0.8,586,61,0.79
966,967,0.801,586,28,0.79
967,968,0.801,587,38,0.79
968,969,1.0,587,38,0.79
969,970,1.0,588,31,0.79
970,971,0.801,589,30,0.79
971,972,0.802,589,7,0.79
972,973,1.0,590,52,0.79
973,974,1.0,590,50,0.791
974,975,1.0,591,37,0.791
975,976,1.0,592,69,0.791
976,977,0.8,592,20,0.791
977,978,0.8,593,41,0.791
978,979,1.0,593,52,0.791
979,980,0.801,594,18,0.791
980,981,0.801,595,12,0.791
981,982,0.801,595,24,0.791
982,983,0.801,596,14,0.792
983,984,1.0,596,45,0.791
984,985,1.0,597,47,0.791
985,986,0.802,598,17,0.791
986,987,1.0,598,36,0.79
987,988,0.802,599,35,0.791
988,989,0.8,599,45,0.79
